timestamp,event,simid,data_usage
2021-02-22 08:54:00.789297,data,0004,0.03
2021-02-22 08:54:01.789297,Delete PDP context,0004,0.0
2021-02-22 08:54:29.789297,Create PDP context,0003,0.0
2021-02-22 08:54:30.789297,data,0003,0.02
2021-02-22 08:54:31.789297,Delete PDP context,0003,0.0
2021-02-22 08:55:04.789297,alert,0004,0.0
2021-02-22 08:55:38.789297,alert,0004,0.0
2021-02-22 08:56:16.789297,Create PDP context,0001,0.0
2021-02-22 08:56:17.789297,data,0001,0.03
2021-02-22 08:56:18.789297,Delete PDP context,0001,0.0
2021-02-22 08:56:48.789297,alert,0004,0.0
2021-02-22 08:57:28.789297,Create PDP context,0001,0.0
2021-02-22 08:57:29.789297,data,0001,0.03
2021-02-22 08:57:30.789297,Delete PDP context,0001,0.0
2021-02-22 08:58:13.789297,alert,0004,0.0
2021-02-22 08:58:59.789297,Create PDP context,0001,0.0
2021-02-22 08:59:00.789297,data,0001,0.02
2021-02-22 08:59:01.789297,Delete PDP context,0001,0.0
2021-02-22 08:59:58.789297,Create PDP context,0002,0.0
2021-02-22 08:59:59.789297,data,0002,0.04
2021-02-22 09:00:00.789297,Delete PDP context,0002,0.0
2021-02-22 09:00:54.789297,Create PDP context,0001,0.0
2021-02-22 09:00:55.789297,data,0001,0.04
2021-02-22 09:00:56.789297,Delete PDP context,0001,0.0
2021-02-22 09:01:32.789297,Create PDP context,0002,0.0
2021-02-22 09:01:33.789297,data,0002,0.04
2021-02-22 09:01:34.789297,Delete PDP context,0002,0.0
2021-02-22 09:02:14.789297,Create PDP context,0001,0.0
2021-02-22 09:02:15.789297,data,0001,0.02
2021-02-22 09:02:16.789297,Delete PDP context,0001,0.0
2021-02-22 09:02:51.789297,Create PDP context,0002,0.0
2021-02-22 09:02:52.789297,data,0002,0.02
2021-02-22 09:02:53.789297,Delete PDP context,0002,0.0
2021-02-22 09:03:41.789297,Create PDP context,0004,0.0
2021-02-22 09:03:42.789297,data,0004,0.02
2021-02-22 09:03:43.789297,Delete PDP context,0004,0.0
2021-02-22 09:04:30.789297,alert,0004,0.0
2021-02-22 09:05:20.789297,Create PDP context,0001,0.0
2021-02-22 09:05:21.789297,data,0001,0.04
2021-02-22 09:05:22.789297,Delete PDP context,0001,0.0
2021-02-22 09:06:12.789297,alert,0004,0.0
2021-02-22 09:07:02.789297,Create PDP context,0003,0.0
2021-02-22 09:07:03.789297,data,0003,0.02
2021-02-22 09:07:04.789297,Delete PDP context,0003,0.0
2021-02-22 09:07:58.789297,Create PDP context,0003,0.0
2021-02-22 09:07:59.789297,data,0003,0.03
2021-02-22 09:08:00.789297,Delete PDP context,0003,0.0
2021-02-22 09:08:47.789297,Create PDP context,0003,0.0
2021-02-22 09:08:48.789297,data,0003,0.03
2021-02-22 09:08:49.789297,Delete PDP context,0003,0.0
2021-02-22 09:09:31.789297,alert,0004,0.0
2021-02-22 09:10:12.789297,alert,0004,0.0
2021-02-22 09:10:41.789297,Create PDP context,0003,0.0
2021-02-22 09:10:42.789297,data,0003,0.02
2021-02-22 09:10:43.789297,Delete PDP context,0003,0.0
2021-02-22 09:11:27.789297,Create PDP context,0001,0.0
2021-02-22 09:11:28.789297,data,0001,0.02
2021-02-22 09:11:29.789297,Delete PDP context,0001,0.0
2021-02-22 09:12:15.789297,Create PDP context,0002,0.0
2021-02-22 09:12:16.789297,data,0002,0.03
2021-02-22 09:12:17.789297,Delete PDP context,0002,0.0
2021-02-22 09:12:46.789297,alert,0004,0.0
2021-02-22 09:13:45.789297,alert,0004,0.0
2021-02-22 09:14:25.789297,Create PDP context,0002,0.0
2021-02-22 09:14:26.789297,data,0002,0.03
2021-02-22 09:14:27.789297,Delete PDP context,0002,0.0
2021-02-22 09:15:19.789297,alert,0004,0.0
2021-02-22 09:16:09.789297,alert,0004,0.0
2021-02-22 09:17:02.789297,Create PDP context,0002,0.0
2021-02-22 09:17:03.789297,data,0002,0.02
2021-02-22 09:17:04.789297,Delete PDP context,0002,0.0
2021-02-22 09:17:44.789297,Create PDP context,0002,0.0
2021-02-22 09:17:45.789297,data,0002,0.03
2021-02-22 09:17:46.789297,Delete PDP context,0002,0.0
2021-02-22 09:18:32.789297,Create PDP context,0003,0.0
2021-02-22 09:18:33.789297,data,0003,0.02
2021-02-22 09:18:34.789297,Delete PDP context,0003,0.0
2021-02-22 09:19:16.789297,Create PDP context,0001,0.0
2021-02-22 09:19:17.789297,data,0001,0.02
2021-02-22 09:19:18.789297,Delete PDP context,0001,0.0
2021-02-22 09:20:09.789297,Create PDP context,0003,0.0
2021-02-22 09:20:10.789297,data,0003,0.02
2021-02-22 09:20:11.789297,Delete PDP context,0003,0.0
2021-02-22 09:20:46.789297,Create PDP context,0002,0.0
2021-02-22 09:20:47.789297,data,0002,0.03
2021-02-22 09:20:48.789297,Delete PDP context,0002,0.0
2021-02-22 09:21:45.789297,Create PDP context,0001,0.0
2021-02-22 09:21:46.789297,data,0001,0.03
2021-02-22 09:21:47.789297,Delete PDP context,0001,0.0
2021-02-22 09:22:25.789297,Create PDP context,0002,0.0
2021-02-22 09:22:26.789297,data,0002,0.02
2021-02-22 09:22:27.789297,Delete PDP context,0002,0.0
2021-02-22 09:23:20.789297,Create PDP context,0003,0.0
2021-02-22 09:23:21.789297,data,0003,0.04
2021-02-22 09:23:22.789297,Delete PDP context,0003,0.0
2021-02-22 09:23:50.789297,Create PDP context,0003,0.0
2021-02-22 09:23:51.789297,data,0003,0.04
2021-02-22 09:23:52.789297,Delete PDP context,0003,0.0
2021-02-22 09:24:28.789297,Create PDP context,0003,0.0
2021-02-22 09:24:29.789297,data,0003,0.03
2021-02-22 09:24:30.789297,Delete PDP context,0003,0.0
2021-02-22 09:25:26.789297,Create PDP context,0002,0.0
2021-02-22 09:25:27.789297,data,0002,0.04
2021-02-22 09:25:28.789297,Delete PDP context,0002,0.0
2021-02-22 09:26:16.789297,Create PDP context,0002,0.0
2021-02-22 09:26:17.789297,data,0002,0.04
2021-02-22 09:26:18.789297,Delete PDP context,0002,0.0
2021-02-22 09:26:50.789297,Create PDP context,0003,0.0
2021-02-22 09:26:51.789297,data,0003,0.04
2021-02-22 09:26:52.789297,Delete PDP context,0003,0.0
2021-02-22 09:27:39.789297,Create PDP context,0003,0.0
2021-02-22 09:27:40.789297,data,0003,0.04
2021-02-22 09:27:41.789297,Delete PDP context,0003,0.0
2021-02-22 09:28:36.789297,alert,0004,0.0
2021-02-22 09:29:18.789297,Create PDP context,0003,0.0
2021-02-22 09:29:19.789297,data,0003,0.04
2021-02-22 09:29:20.789297,Delete PDP context,0003,0.0
2021-02-22 09:30:15.789297,Create PDP context,0001,0.0
2021-02-22 09:30:16.789297,data,0001,0.02
2021-02-22 09:30:17.789297,Delete PDP context,0001,0.0
2021-02-22 09:31:01.789297,Create PDP context,0003,0.0
2021-02-22 09:31:02.789297,data,0003,0.03
2021-02-22 09:31:03.789297,Delete PDP context,0003,0.0
2021-02-22 09:31:50.789297,Create PDP context,0002,0.0
2021-02-22 09:31:51.789297,data,0002,0.04
2021-02-22 09:31:52.789297,Delete PDP context,0002,0.0
2021-02-22 09:32:34.789297,Create PDP context,0003,0.0
2021-02-22 09:32:35.789297,data,0003,0.02
2021-02-22 09:32:36.789297,Delete PDP context,0003,0.0
2021-02-22 09:33:09.789297,Create PDP context,0001,0.0
2021-02-22 09:33:10.789297,data,0001,0.03
2021-02-22 09:33:11.789297,Delete PDP context,0001,0.0
2021-02-22 09:34:03.789297,alert,0004,0.0
2021-02-22 09:34:35.789297,Create PDP context,0002,0.0
2021-02-22 09:34:36.789297,data,0002,0.02
2021-02-22 09:34:37.789297,Delete PDP context,0002,0.0
2021-02-22 09:35:20.789297,Create PDP context,0002,0.0
2021-02-22 09:35:21.789297,data,0002,0.02
2021-02-22 09:35:22.789297,Delete PDP context,0002,0.0
2021-02-22 09:36:18.789297,Create PDP context,0003,0.0
2021-02-22 09:36:19.789297,data,0003,0.02
2021-02-22 09:36:20.789297,Delete PDP context,0003,0.0
2021-02-22 09:37:10.789297,Create PDP context,0003,0.0
2021-02-22 09:37:11.789297,data,0003,0.02
2021-02-22 09:37:12.789297,Delete PDP context,0003,0.0
2021-02-22 09:37:53.789297,Create PDP context,0001,0.0
2021-02-22 09:37:54.789297,data,0001,0.03
2021-02-22 09:37:55.789297,Delete PDP context,0001,0.0
2021-02-22 09:38:52.789297,Create PDP context,0003,0.0
2021-02-22 09:38:53.789297,data,0003,0.03
2021-02-22 09:38:54.789297,Delete PDP context,0003,0.0
2021-02-22 09:39:27.789297,Create PDP context,0001,0.0
2021-02-22 09:39:28.789297,data,0001,0.02
2021-02-22 09:39:29.789297,Delete PDP context,0001,0.0
2021-02-22 09:39:58.789297,alert,0004,0.0
2021-02-22 09:40:29.789297,Create PDP context,0002,0.0
2021-02-22 09:40:30.789297,data,0002,0.02
2021-02-22 09:40:31.789297,Delete PDP context,0002,0.0
2021-02-22 09:41:10.789297,Create PDP context,0001,0.0
2021-02-22 09:41:11.789297,data,0001,0.02
2021-02-22 09:41:12.789297,Delete PDP context,0001,0.0
2021-02-22 09:42:00.789297,Create PDP context,0003,0.0
2021-02-22 09:42:01.789297,data,0003,0.02
2021-02-22 09:42:02.789297,Delete PDP context,0003,0.0
2021-02-22 09:42:51.789297,alert,0004,0.0
2021-02-22 09:43:21.789297,Create PDP context,0001,0.0
2021-02-22 09:43:22.789297,data,0001,0.02
2021-02-22 09:43:23.789297,Delete PDP context,0001,0.0
2021-02-22 09:44:21.789297,alert,0004,0.0
2021-02-22 09:45:11.789297,Create PDP context,0002,0.0
2021-02-22 09:45:12.789297,data,0002,0.02
2021-02-22 09:45:13.789297,Delete PDP context,0002,0.0
2021-02-22 09:46:01.789297,Create PDP context,0002,0.0
2021-02-22 09:46:02.789297,data,0002,0.03
2021-02-22 09:46:03.789297,Delete PDP context,0002,0.0
2021-02-22 09:46:33.789297,Create PDP context,0002,0.0
2021-02-22 09:46:34.789297,data,0002,0.02
2021-02-22 09:46:35.789297,Delete PDP context,0002,0.0
2021-02-22 09:47:27.789297,Create PDP context,0003,0.0
2021-02-22 09:47:28.789297,data,0003,0.02
2021-02-22 09:47:29.789297,Delete PDP context,0003,0.0
2021-02-22 09:48:02.789297,Create PDP context,0004,0.0
2021-02-22 09:48:03.789297,data,0004,0.02
2021-02-22 09:48:04.789297,Delete PDP context,0004,0.0
2021-02-22 09:49:01.789297,Create PDP context,0003,0.0
2021-02-22 09:49:02.789297,data,0003,0.02
2021-02-22 09:49:03.789297,Delete PDP context,0003,0.0
2021-02-22 09:49:48.789297,Create PDP context,0001,0.0
2021-02-22 09:49:49.789297,data,0001,0.03
2021-02-22 09:49:50.789297,Delete PDP context,0001,0.0
2021-02-22 09:50:44.789297,alert,0004,0.0
2021-02-22 09:51:13.789297,Create PDP context,0003,0.0
2021-02-22 09:51:14.789297,data,0003,0.04
2021-02-22 09:51:15.789297,Delete PDP context,0003,0.0
2021-02-22 09:51:50.789297,Create PDP context,0003,0.0
2021-02-22 09:51:51.789297,data,0003,0.02
2021-02-22 09:51:52.789297,Delete PDP context,0003,0.0
2021-02-22 09:52:38.789297,Create PDP context,0003,0.0
2021-02-22 09:52:39.789297,data,0003,0.02
2021-02-22 09:52:40.789297,Delete PDP context,0003,0.0
2021-02-22 09:53:12.789297,Create PDP context,0003,0.0
2021-02-22 09:53:13.789297,data,0003,0.03
2021-02-22 09:53:14.789297,Delete PDP context,0003,0.0
2021-02-22 09:53:58.789297,alert,0004,0.0
2021-02-22 09:54:36.789297,Create PDP context,0004,0.0
2021-02-22 09:54:37.789297,data,0004,0.02
2021-02-22 09:54:38.789297,Delete PDP context,0004,0.0
2021-02-22 09:55:20.789297,alert,0004,0.0
2021-02-22 09:56:11.789297,Create PDP context,0002,0.0
2021-02-22 09:56:12.789297,data,0002,0.04
2021-02-22 09:56:13.789297,Delete PDP context,0002,0.0
2021-02-22 09:56:49.789297,alert,0004,0.0
2021-02-22 09:57:27.789297,alert,0004,0.0
2021-02-22 09:58:06.789297,Create PDP context,0002,0.0
2021-02-22 09:58:07.789297,data,0002,0.02
2021-02-22 09:58:08.789297,Delete PDP context,0002,0.0
2021-02-22 09:58:46.789297,Create PDP context,0003,0.0
2021-02-22 09:58:47.789297,data,0003,0.03
2021-02-22 09:58:48.789297,Delete PDP context,0003,0.0
2021-02-22 09:59:26.789297,alert,0004,0.0
2021-02-22 10:00:06.789297,Create PDP context,0001,0.0
2021-02-22 10:00:07.789297,data,0001,0.02
2021-02-22 10:00:08.789297,Delete PDP context,0001,0.0
2021-02-22 10:00:44.789297,alert,0004,0.0
2021-02-22 10:01:41.789297,Create PDP context,0002,0.0
2021-02-22 10:01:42.789297,data,0002,0.03
2021-02-22 10:01:43.789297,Delete PDP context,0002,0.0
2021-02-22 10:02:12.789297,Create PDP context,0003,0.0
2021-02-22 10:02:13.789297,data,0003,0.04
2021-02-22 10:02:14.789297,Delete PDP context,0003,0.0
2021-02-22 10:02:48.789297,Create PDP context,0002,0.0
2021-02-22 10:02:49.789297,data,0002,0.02
2021-02-22 10:02:50.789297,Delete PDP context,0002,0.0
2021-02-22 10:03:23.789297,alert,0004,0.0
2021-02-22 10:03:53.789297,Create PDP context,0001,0.0
2021-02-22 10:03:54.789297,data,0001,0.02
2021-02-22 10:03:55.789297,Delete PDP context,0001,0.0
2021-02-22 10:04:46.789297,Create PDP context,0002,0.0
2021-02-22 10:04:47.789297,data,0002,0.03
2021-02-22 10:04:48.789297,Delete PDP context,0002,0.0
2021-02-22 10:05:37.789297,alert,0004,0.0
2021-02-22 10:06:27.789297,Create PDP context,0003,0.0
2021-02-22 10:06:28.789297,data,0003,0.03
2021-02-22 10:06:29.789297,Delete PDP context,0003,0.0
2021-02-22 10:07:09.789297,Create PDP context,0003,0.0
2021-02-22 10:07:10.789297,data,0003,0.03
2021-02-22 10:07:11.789297,Delete PDP context,0003,0.0
2021-02-22 10:07:51.789297,alert,0004,0.0
2021-02-22 10:08:37.789297,Create PDP context,0003,0.0
2021-02-22 10:08:38.789297,data,0003,0.03
2021-02-22 10:08:39.789297,Delete PDP context,0003,0.0
2021-02-22 10:09:28.789297,Create PDP context,0001,0.0
2021-02-22 10:09:29.789297,data,0001,0.03
2021-02-22 10:09:30.789297,Delete PDP context,0001,0.0
2021-02-22 10:10:16.789297,Create PDP context,0003,0.0
2021-02-22 10:10:17.789297,data,0003,0.03
2021-02-22 10:10:18.789297,Delete PDP context,0003,0.0
2021-02-22 10:10:47.789297,Create PDP context,0001,0.0
2021-02-22 10:10:48.789297,data,0001,0.03
2021-02-22 10:10:49.789297,Delete PDP context,0001,0.0
2021-02-22 10:11:35.789297,Create PDP context,0004,0.0
2021-02-22 10:11:36.789297,data,0004,0.04
2021-02-22 10:11:37.789297,Delete PDP context,0004,0.0
2021-02-22 10:12:26.789297,Create PDP context,0002,0.0
2021-02-22 10:12:27.789297,data,0002,0.03
2021-02-22 10:12:28.789297,Delete PDP context,0002,0.0
2021-02-22 10:12:56.789297,Create PDP context,0002,0.0
2021-02-22 10:12:57.789297,data,0002,0.04
2021-02-22 10:12:58.789297,Delete PDP context,0002,0.0
2021-02-22 10:13:34.789297,Create PDP context,0002,0.0
2021-02-22 10:13:35.789297,data,0002,0.02
2021-02-22 10:13:36.789297,Delete PDP context,0002,0.0
2021-02-22 10:14:10.789297,Create PDP context,0002,0.0
2021-02-22 10:14:11.789297,data,0002,0.02
2021-02-22 10:14:12.789297,Delete PDP context,0002,0.0
2021-02-22 10:14:51.789297,Create PDP context,0002,0.0
2021-02-22 10:14:52.789297,data,0002,0.04
2021-02-22 10:14:53.789297,Delete PDP context,0002,0.0
2021-02-22 10:15:28.789297,Create PDP context,0003,0.0
2021-02-22 10:15:29.789297,data,0003,0.02
2021-02-22 10:15:30.789297,Delete PDP context,0003,0.0
2021-02-22 10:16:02.789297,Create PDP context,0003,0.0
2021-02-22 10:16:03.789297,data,0003,0.03
2021-02-22 10:16:04.789297,Delete PDP context,0003,0.0
2021-02-22 10:16:46.789297,Create PDP context,0003,0.0
2021-02-22 10:16:47.789297,data,0003,0.03
2021-02-22 10:16:48.789297,Delete PDP context,0003,0.0
2021-02-22 10:17:31.789297,Create PDP context,0003,0.0
2021-02-22 10:17:32.789297,data,0003,0.04
2021-02-22 10:17:33.789297,Delete PDP context,0003,0.0
2021-02-22 10:18:21.789297,alert,0004,0.0
2021-02-22 10:19:18.789297,Create PDP context,0001,0.0
2021-02-22 10:19:19.789297,data,0001,0.03
2021-02-22 10:19:20.789297,Delete PDP context,0001,0.0
2021-02-22 10:20:12.789297,alert,0004,0.0
2021-02-22 10:21:08.789297,Create PDP context,0003,0.0
2021-02-22 10:21:09.789297,data,0003,0.03
2021-02-22 10:21:10.789297,Delete PDP context,0003,0.0
2021-02-22 10:21:58.789297,Create PDP context,0003,0.0
2021-02-22 10:21:59.789297,data,0003,0.02
2021-02-22 10:22:00.789297,Delete PDP context,0003,0.0
2021-02-22 10:22:57.789297,Create PDP context,0001,0.0
2021-02-22 10:22:58.789297,data,0001,0.03
2021-02-22 10:22:59.789297,Delete PDP context,0001,0.0
2021-02-22 10:23:51.789297,Create PDP context,0003,0.0
2021-02-22 10:23:52.789297,data,0003,0.03
2021-02-22 10:23:53.789297,Delete PDP context,0003,0.0
2021-02-22 10:24:46.789297,Create PDP context,0002,0.0
2021-02-22 10:24:47.789297,data,0002,0.04
2021-02-22 10:24:48.789297,Delete PDP context,0002,0.0
2021-02-22 10:25:28.789297,alert,0004,0.0
2021-02-22 10:26:09.789297,alert,0004,0.0
2021-02-22 10:27:02.789297,Create PDP context,0003,0.0
2021-02-22 10:27:03.789297,data,0003,0.02
2021-02-22 10:27:04.789297,Delete PDP context,0003,0.0
2021-02-22 10:28:01.789297,Create PDP context,0001,0.0
2021-02-22 10:28:02.789297,data,0001,0.04
2021-02-22 10:28:03.789297,Delete PDP context,0001,0.0
2021-02-22 10:28:45.789297,Create PDP context,0004,0.0
2021-02-22 10:28:46.789297,data,0004,0.03
2021-02-22 10:28:47.789297,Delete PDP context,0004,0.0
2021-02-22 10:29:37.789297,Create PDP context,0001,0.0
2021-02-22 10:29:38.789297,data,0001,0.03
2021-02-22 10:29:39.789297,Delete PDP context,0001,0.0
2021-02-22 10:30:31.789297,Create PDP context,0002,0.0
2021-02-22 10:30:32.789297,data,0002,0.02
2021-02-22 10:30:33.789297,Delete PDP context,0002,0.0
2021-02-22 10:31:17.789297,alert,0004,0.0
2021-02-22 10:32:08.789297,Create PDP context,0003,0.0
2021-02-22 10:32:09.789297,data,0003,0.02
2021-02-22 10:32:10.789297,Delete PDP context,0003,0.0
2021-02-22 10:32:50.789297,alert,0004,0.0
2021-02-22 10:33:44.789297,Create PDP context,0003,0.0
2021-02-22 10:33:45.789297,data,0003,0.03
2021-02-22 10:33:46.789297,Delete PDP context,0003,0.0
2021-02-22 10:34:23.789297,Create PDP context,0003,0.0
2021-02-22 10:34:24.789297,data,0003,0.03
2021-02-22 10:34:25.789297,Delete PDP context,0003,0.0
2021-02-22 10:35:17.789297,Create PDP context,0003,0.0
2021-02-22 10:35:18.789297,data,0003,0.03
2021-02-22 10:35:19.789297,Delete PDP context,0003,0.0
2021-02-22 10:36:07.789297,Create PDP context,0001,0.0
2021-02-22 10:36:08.789297,data,0001,0.02
2021-02-22 10:36:09.789297,Delete PDP context,0001,0.0
2021-02-22 10:36:37.789297,Create PDP context,0003,0.0
2021-02-22 10:36:38.789297,data,0003,0.02
2021-02-22 10:36:39.789297,Delete PDP context,0003,0.0
2021-02-22 10:37:27.789297,Create PDP context,0003,0.0
2021-02-22 10:37:28.789297,data,0003,0.03
2021-02-22 10:37:29.789297,Delete PDP context,0003,0.0
2021-02-22 10:38:09.789297,alert,0004,0.0
2021-02-22 10:38:49.789297,Create PDP context,0001,0.0
2021-02-22 10:38:50.789297,data,0001,0.02
2021-02-22 10:38:51.789297,Delete PDP context,0001,0.0
2021-02-22 10:39:42.789297,Create PDP context,0002,0.0
2021-02-22 10:39:43.789297,data,0002,0.03
2021-02-22 10:39:44.789297,Delete PDP context,0002,0.0
2021-02-22 10:40:41.789297,Create PDP context,0002,0.0
2021-02-22 10:40:42.789297,data,0002,0.02
2021-02-22 10:40:43.789297,Delete PDP context,0002,0.0
2021-02-22 10:41:20.789297,Create PDP context,0002,0.0
2021-02-22 10:41:21.789297,data,0002,0.02
2021-02-22 10:41:22.789297,Delete PDP context,0002,0.0
2021-02-22 10:42:05.789297,Create PDP context,0004,0.0
2021-02-22 10:42:06.789297,data,0004,0.03
2021-02-22 10:42:07.789297,Delete PDP context,0004,0.0
2021-02-22 10:43:04.789297,alert,0004,0.0
2021-02-22 10:43:33.789297,Create PDP context,0002,0.0
2021-02-22 10:43:34.789297,data,0002,0.03
2021-02-22 10:43:35.789297,Delete PDP context,0002,0.0
2021-02-22 10:44:06.789297,Create PDP context,0001,0.0
2021-02-22 10:44:07.789297,data,0001,0.02
2021-02-22 10:44:08.789297,Delete PDP context,0001,0.0
2021-02-22 10:44:51.789297,Create PDP context,0002,0.0
2021-02-22 10:44:52.789297,data,0002,0.04
2021-02-22 10:44:53.789297,Delete PDP context,0002,0.0
2021-02-22 10:45:47.789297,Create PDP context,0001,0.0
2021-02-22 10:45:48.789297,data,0001,0.03
2021-02-22 10:45:49.789297,Delete PDP context,0001,0.0
2021-02-22 10:46:45.789297,Create PDP context,0002,0.0
2021-02-22 10:46:46.789297,data,0002,0.02
2021-02-22 10:46:47.789297,Delete PDP context,0002,0.0
2021-02-22 10:47:41.789297,Create PDP context,0001,0.0
2021-02-22 10:47:42.789297,data,0001,0.04
2021-02-22 10:47:43.789297,Delete PDP context,0001,0.0
2021-02-22 10:48:11.789297,Create PDP context,0003,0.0
2021-02-22 10:48:12.789297,data,0003,0.03
2021-02-22 10:48:13.789297,Delete PDP context,0003,0.0
2021-02-22 10:49:06.789297,Create PDP context,0003,0.0
2021-02-22 10:49:07.789297,data,0003,0.03
2021-02-22 10:49:08.789297,Delete PDP context,0003,0.0
2021-02-22 10:49:51.789297,alert,0004,0.0
2021-02-22 10:50:21.789297,Create PDP context,0003,0.0
2021-02-22 10:50:22.789297,data,0003,0.04
2021-02-22 10:50:23.789297,Delete PDP context,0003,0.0
2021-02-22 10:51:05.789297,Create PDP context,0002,0.0
2021-02-22 10:51:06.789297,data,0002,0.03
2021-02-22 10:51:07.789297,Delete PDP context,0002,0.0
2021-02-22 10:51:45.789297,Create PDP context,0003,0.0
2021-02-22 10:51:46.789297,data,0003,0.03
2021-02-22 10:51:47.789297,Delete PDP context,0003,0.0
2021-02-22 10:52:27.789297,Create PDP context,0003,0.0
2021-02-22 10:52:28.789297,data,0003,0.03
2021-02-22 10:52:29.789297,Delete PDP context,0003,0.0
2021-02-22 10:53:11.789297,Create PDP context,0002,0.0
2021-02-22 10:53:12.789297,data,0002,0.04
2021-02-22 10:53:13.789297,Delete PDP context,0002,0.0
2021-02-22 10:54:00.789297,alert,0004,0.0
2021-02-22 10:54:50.789297,Create PDP context,0001,0.0
2021-02-22 10:54:51.789297,data,0001,0.02
2021-02-22 10:54:52.789297,Delete PDP context,0001,0.0
2021-02-22 10:55:42.789297,Create PDP context,0001,0.0
2021-02-22 10:55:43.789297,data,0001,0.02
2021-02-22 10:55:44.789297,Delete PDP context,0001,0.0
2021-02-22 10:56:39.789297,Create PDP context,0003,0.0
2021-02-22 10:56:40.789297,data,0003,0.02
2021-02-22 10:56:41.789297,Delete PDP context,0003,0.0
2021-02-22 10:57:34.789297,Create PDP context,0004,0.0
2021-02-22 10:57:35.789297,data,0004,0.03
2021-02-22 10:57:36.789297,Delete PDP context,0004,0.0
2021-02-22 10:58:23.789297,Create PDP context,0003,0.0
2021-02-22 10:58:24.789297,data,0003,0.03
2021-02-22 10:58:25.789297,Delete PDP context,0003,0.0
2021-02-22 10:59:17.789297,Create PDP context,0002,0.0
2021-02-22 10:59:18.789297,data,0002,0.03
2021-02-22 10:59:19.789297,Delete PDP context,0002,0.0
2021-02-22 10:59:58.789297,Create PDP context,0004,0.0
2021-02-22 10:59:59.789297,data,0004,0.02
2021-02-22 11:00:00.789297,Delete PDP context,0004,0.0
2021-02-22 11:00:46.789297,Create PDP context,0002,0.0
2021-02-22 11:00:47.789297,data,0002,0.03
2021-02-22 11:00:48.789297,Delete PDP context,0002,0.0
2021-02-22 11:01:20.789297,Create PDP context,0003,0.0
2021-02-22 11:01:21.789297,data,0003,0.02
2021-02-22 11:01:22.789297,Delete PDP context,0003,0.0
2021-02-22 11:02:18.789297,Create PDP context,0001,0.0
2021-02-22 11:02:19.789297,data,0001,0.04
2021-02-22 11:02:20.789297,Delete PDP context,0001,0.0
2021-02-22 11:02:56.789297,Create PDP context,0002,0.0
2021-02-22 11:02:57.789297,data,0002,0.04
2021-02-22 11:02:58.789297,Delete PDP context,0002,0.0
2021-02-22 11:03:39.789297,Create PDP context,0001,0.0
2021-02-22 11:03:40.789297,data,0001,0.04
2021-02-22 11:03:41.789297,Delete PDP context,0001,0.0
2021-02-22 11:04:33.789297,alert,0004,0.0
2021-02-22 11:05:22.789297,Create PDP context,0003,0.0
2021-02-22 11:05:23.789297,data,0003,0.03
2021-02-22 11:05:24.789297,Delete PDP context,0003,0.0
2021-02-22 11:06:10.789297,Create PDP context,0003,0.0
2021-02-22 11:06:11.789297,data,0003,0.02
2021-02-22 11:06:12.789297,Delete PDP context,0003,0.0
